Index,Player,PartnerIndex,Mode,Score,Q1,Q2,Q3,Q4
49389,0,,1,646,09/06/2018 13:20:11,,,,
49390,0,,0,126,09/06/2018 13:20:11,,,,
49391,1,,0,506,09/06/2018 13:20:11,,,,
49392,0,,0,328,09/06/2018 13:20:11,,,,
49393,0,,0,409,09/06/2018 13:20:11,,,,
49394,0,,1,724,09/06/2018 13:20:11,,,,
49395,1,,0,789,09/06/2018 13:20:11,,,,
49396,0,,0,292,09/06/2018 13:20:11,,,,
49397,1,,1,635,09/06/2018 13:20:11,,,,
49398,1,,1,470,09/06/2018 13:20:11,,,,
49399,0,,1,686,09/06/2018 13:20:11,,,,
49400,1,,0,652,09/06/2018 13:20:11,,,,
49401,0,,0,212,09/06/2018 13:20:11,,,,
49402,1,,0,270,09/06/2018 13:20:11,,,,
49403,0,,0,269,09/06/2018 13:20:11,,,,
49404,0,,0,434,09/06/2018 13:20:11,,,,
49405,1,,0,716,09/06/2018 13:20:11,,,,
49406,1,,0,467,09/06/2018 13:20:11,,,,
49407,1,,1,237,09/06/2018 13:20:11,,,,
49408,1,,0,586,09/06/2018 13:20:11,,,,
49409,1,,1,241,09/06/2018 13:20:11,,,,
49410,0,,0,774,09/06/2018 13:20:11,,,,
49411,0,,1,487,09/06/2018 13:20:11,,,,
49412,0,,0,632,09/06/2018 13:20:11,,,,
49413,1,,0,418,09/06/2018 13:20:11,,,,
49414,0,,1,401,09/06/2018 13:20:11,,,,
49415,1,,1,633,09/06/2018 13:20:11,,,,
49416,0,,1,87,09/06/2018 13:20:11,,,,
49417,0,,0,33,09/06/2018 13:20:11,,,,
49418,0,,1,778,09/06/2018 13:20:11,,,,
49419,1,,1,489,09/06/2018 13:20:11,,,,
49420,1,,0,705,09/06/2018 13:20:11,,,,
49421,0,,0,135,09/06/2018 13:20:11,,,,
49422,0,,0,665,09/06/2018 13:20:11,,,,
49423,1,,0,631,09/06/2018 13:20:11,,,,
49424,1,,1,700,09/06/2018 13:20:11,,,,
49425,1,,0,506,09/06/2018 13:20:11,,,,
49426,0,,0,661,09/06/2018 13:20:11,,,,
49427,1,,1,786,09/06/2018 13:20:11,,,,
49428,0,,0,176,09/06/2018 13:20:11,,,,
49429,1,,0,156,09/06/2018 13:20:11,,,,
49430,1,,0,700,09/06/2018 13:20:11,,,,
49431,0,,0,639,09/06/2018 13:20:11,,,,
49432,1,,1,504,09/06/2018 13:20:11,,,,
49433,1,,0,457,09/06/2018 13:20:11,,,,
49434,0,,0,209,09/06/2018 13:20:11,,,,
49435,1,,0,186,09/06/2018 13:20:11,,,,
49436,0,,1,395,09/06/2018 13:20:11,,,,
49437,0,,1,106,09/06/2018 13:20:11,,,,
49438,0,,1,100,09/06/2018 13:20:11,,,,
49439,0,,0,574,09/06/2018 13:20:11,,,,
49440,0,,1,464,09/06/2018 13:20:11,,,,
49441,1,,1,253,09/06/2018 13:20:11,,,,
49442,1,,1,307,09/06/2018 13:20:11,,,,
49443,1,,1,300,09/06/2018 13:20:11,,,,
49444,1,,0,532,09/06/2018 13:20:11,,,,
49445,1,,0,646,09/06/2018 13:20:11,,,,
49446,1,,0,168,09/06/2018 13:20:11,,,,
49447,1,,0,93,09/06/2018 13:20:11,,,,
49448,0,,1,423,09/06/2018 13:20:11,,,,
49449,1,,1,40,09/06/2018 13:20:11,,,,
49450,0,,0,315,09/06/2018 13:20:11,,,,
49451,0,,1,551,09/06/2018 13:20:11,,,,
49452,1,,1,343,09/06/2018 13:20:11,,,,
49453,0,,1,537,09/06/2018 13:20:11,,,,
49454,0,,1,305,09/06/2018 13:20:11,,,,
49455,0,,0,262,09/06/2018 13:20:11,,,,
49456,0,,0,651,09/06/2018 13:20:11,,,,
49457,1,,0,113,09/06/2018 13:20:11,,,,
49458,0,,0,318,09/06/2018 13:20:11,,,,
49459,0,,0,259,09/06/2018 13:20:11,,,,
49460,1,,0,136,09/06/2018 13:20:11,,,,
49461,1,,0,284,09/06/2018 13:20:11,,,,
49462,1,,1,117,09/06/2018 13:20:11,,,,
49463,0,,0,727,09/06/2018 13:20:11,,,,
49464,0,,1,100,09/06/2018 13:20:11,,,,
49465,0,,0,3,09/06/2018 13:20:11,,,,
49466,1,,1,145,09/06/2018 13:20:11,,,,
49467,0,,1,389,09/06/2018 13:20:11,,,,
49468,0,,1,364,09/06/2018 13:20:11,,,,
49469,1,,0,671,09/06/2018 13:20:11,,,,
49470,0,,0,312,09/06/2018 13:20:11,,,,
49471,0,,0,250,09/06/2018 13:20:11,,,,
49472,1,,1,417,09/06/2018 13:20:11,,,,
49473,1,,1,27,09/06/2018 13:20:11,,,,
49474,1,,1,463,09/06/2018 13:20:11,,,,
49475,1,,0,702,09/06/2018 13:20:11,,,,
49476,0,,1,727,09/06/2018 13:20:11,,,,
49477,0,,1,505,09/06/2018 13:20:11,,,,
49478,1,,1,395,09/06/2018 13:20:11,,,,
49479,0,,0,148,09/06/2018 13:20:11,,,,
49480,0,,1,501,09/06/2018 13:20:11,,,,
49481,0,,1,124,09/06/2018 13:20:11,,,,
49482,0,,0,137,09/06/2018 13:20:11,,,,
49483,0,,0,66,09/06/2018 13:20:11,,,,
49484,0,,0,27,09/06/2018 13:20:11,,,,
49485,0,,1,48,09/06/2018 13:20:11,,,,
49486,1,,1,754,09/06/2018 13:20:11,,,,
49487,0,,1,75,09/06/2018 13:20:11,,,,
49488,1,,0,97,09/06/2018 13:20:11,,,,
49489,0,,1,648,09/06/2018 13:20:11,,,,
49490,1,,1,266,09/06/2018 13:20:11,,,,
49491,1,,1,131,09/06/2018 13:20:11,,,,
49492,1,,0,36,09/06/2018 13:20:11,,,,
49493,0,,1,90,09/06/2018 13:20:11,,,,
49494,0,,1,95,09/06/2018 13:20:11,,,,
49495,0,,1,199,09/06/2018 13:20:11,,,,
49496,1,,1,598,09/06/2018 13:20:11,,,,
49497,1,,0,643,09/06/2018 13:20:11,,,,
49498,0,,0,531,09/06/2018 13:20:11,,,,
49499,1,,1,737,09/06/2018 13:20:11,,,,
49500,1,,1,165,09/06/2018 13:20:11,,,,
49501,0,,0,465,09/06/2018 13:20:11,,,,
49502,1,,0,166,09/06/2018 13:20:11,,,,
49503,1,,1,244,09/06/2018 13:20:11,,,,
49504,0,,0,401,09/06/2018 13:20:11,,,,
49505,1,,1,611,09/06/2018 13:20:11,,,,
49506,1,,0,745,09/06/2018 13:20:11,,,,
49507,0,,1,302,09/06/2018 13:20:11,,,,
49508,0,,0,72,09/06/2018 13:20:11,,,,
49509,1,,0,790,09/06/2018 13:20:11,,,,
49510,0,,1,539,09/06/2018 13:20:11,,,,
49511,0,,0,284,09/06/2018 13:20:11,,,,
49512,0,,0,434,09/06/2018 13:20:11,,,,
49513,0,,0,365,09/06/2018 13:20:11,,,,
49514,0,,1,451,09/06/2018 13:20:11,,,,
49515,0,,0,343,09/06/2018 13:20:11,,,,
49516,0,,0,795,09/06/2018 13:20:11,,,,
49517,0,,1,570,09/06/2018 13:20:11,,,,
49518,1,,1,477,09/06/2018 13:20:11,,,,
49519,1,,0,625,09/06/2018 13:20:11,,,,
49520,1,,1,448,09/06/2018 13:20:11,,,,
49521,0,,1,282,09/06/2018 13:20:11,,,,
49522,1,,1,226,09/06/2018 13:20:11,,,,
49523,0,,1,305,09/06/2018 13:20:11,,,,
49524,0,,1,671,09/06/2018 13:20:11,,,,
49525,0,,0,402,09/06/2018 13:20:11,,,,
49526,0,,1,615,09/06/2018 13:20:11,,,,
49527,1,,0,260,09/06/2018 13:20:11,,,,
49528,1,,1,350,09/06/2018 13:20:11,,,,
49529,0,,0,299,09/06/2018 13:20:11,,,,
49530,1,,1,206,09/06/2018 13:20:11,,,,
49531,1,,0,294,09/06/2018 13:20:11,,,,
49532,1,,1,308,09/06/2018 13:20:11,,,,
49533,0,,1,539,09/06/2018 13:20:11,,,,
49534,1,,0,628,09/06/2018 13:20:11,,,,
49535,0,,0,271,09/06/2018 13:20:11,,,,
49536,0,,1,619,09/06/2018 13:20:11,,,,
49537,0,,0,508,09/06/2018 13:20:11,,,,
49538,1,,0,507,09/06/2018 13:20:11,,,,
49539,0,,1,738,09/06/2018 13:20:11,,,,
49540,1,,0,558,09/06/2018 13:20:11,,,,
49541,0,,1,686,09/06/2018 13:20:11,,,,
49542,1,,1,457,09/06/2018 13:20:11,,,,
49543,1,,1,794,09/06/2018 13:20:11,,,,
49544,1,,0,470,09/06/2018 13:20:11,,,,
49545,1,,1,233,09/06/2018 13:20:11,,,,
49546,1,,0,421,09/06/2018 13:20:11,,,,
49547,1,,0,338,09/06/2018 13:20:11,,,,
49548,1,,0,668,09/06/2018 13:20:11,,,,
49549,0,,1,226,09/06/2018 13:20:11,,,,
49550,1,,0,318,09/06/2018 13:20:11,,,,
49551,1,,0,6,09/06/2018 13:20:11,,,,
49552,0,,1,661,09/06/2018 13:20:11,,,,
49553,0,,1,161,09/06/2018 13:20:11,,,,
49554,1,,1,566,09/06/2018 13:20:11,,,,
49555,1,,1,541,09/06/2018 13:20:11,,,,
49556,1,,1,788,09/06/2018 13:20:11,,,,
49557,0,,1,6,09/06/2018 13:20:11,,,,
49558,0,,1,24,09/06/2018 13:20:11,,,,
49559,0,,0,157,09/06/2018 13:20:11,,,,
49560,0,,0,79,09/06/2018 13:20:11,,,,
49561,1,,1,548,09/06/2018 13:20:11,,,,
49562,1,,0,765,09/06/2018 13:20:11,,,,
49563,1,,1,703,09/06/2018 13:20:11,,,,
49564,0,,0,294,09/06/2018 13:20:11,,,,
49565,1,,1,96,09/06/2018 13:20:11,,,,
49566,1,,0,630,09/06/2018 13:20:11,,,,
49567,0,,0,310,09/06/2018 13:20:11,,,,
49568,1,,1,26,09/06/2018 13:20:11,,,,
49569,0,,0,536,09/06/2018 13:20:11,,,,
49570,0,,1,770,09/06/2018 13:20:11,,,,
49571,1,,0,42,09/06/2018 13:20:11,,,,
49572,0,,0,697,09/06/2018 13:20:11,,,,
49573,0,,0,602,09/06/2018 13:20:11,,,,
49574,0,,1,320,09/06/2018 13:20:11,,,,
49575,1,,1,506,09/06/2018 13:20:11,,,,
49576,1,,0,729,09/06/2018 13:20:11,,,,
49577,0,,1,573,09/06/2018 13:20:11,,,,
49578,0,,0,576,09/06/2018 13:20:11,,,,
49579,0,,1,123,09/06/2018 13:20:11,,,,
49580,1,,1,671,09/06/2018 13:20:11,,,,
49581,0,,1,738,09/06/2018 13:20:11,,,,
49582,0,,0,742,09/06/2018 13:20:11,,,,
49583,0,,1,97,09/06/2018 13:20:11,,,,
49584,1,,1,636,09/06/2018 13:20:11,,,,
49585,0,,0,293,09/06/2018 13:20:11,,,,
49586,0,,0,22,09/06/2018 13:20:11,,,,
49587,0,,1,758,09/06/2018 13:20:11,,,,
49588,0,,0,488,09/06/2018 13:20:11,,,,
49589,1,,0,264,09/06/2018 13:20:11,,,,
49590,1,,0,215,09/06/2018 13:20:11,,,,
49591,1,,0,438,09/06/2018 13:20:11,,,,
49592,1,,0,563,09/06/2018 13:20:11,,,,
49593,0,,0,201,09/06/2018 13:20:11,,,,
49594,1,,0,724,09/06/2018 13:20:11,,,,
49595,0,,0,34,09/06/2018 13:20:11,,,,
49596,0,,0,196,09/06/2018 13:20:11,,,,
49597,1,,0,452,09/06/2018 13:20:11,,,,
49598,0,,1,80,09/06/2018 13:20:11,,,,
49599,0,,0,496,09/06/2018 13:20:11,,,,
49600,1,,1,423,09/06/2018 13:20:11,,,,
49601,1,,0,354,09/06/2018 13:20:11,,,,
49602,1,,0,83,09/06/2018 13:20:11,,,,
49603,0,,0,700,09/06/2018 13:20:11,,,,
49604,0,,0,364,09/06/2018 13:20:11,,,,
49605,0,,1,347,09/06/2018 13:20:11,,,,
49606,1,,0,531,09/06/2018 13:20:11,,,,
49607,0,,1,231,09/06/2018 13:20:11,,,,
49608,1,,0,771,09/06/2018 13:20:11,,,,
49609,0,,0,652,09/06/2018 13:20:11,,,,
49610,0,,0,377,09/06/2018 13:20:11,,,,
49611,0,,0,312,09/06/2018 13:20:11,,,,
49612,1,,1,295,09/06/2018 13:20:11,,,,
49613,1,,1,153,09/06/2018 13:20:11,,,,
49614,1,,0,681,09/06/2018 13:20:11,,,,
49615,1,,0,453,09/06/2018 13:20:11,,,,
49616,1,,0,125,09/06/2018 13:20:11,,,,
49617,0,,1,409,09/06/2018 13:20:11,,,,
49618,1,,0,130,09/06/2018 13:20:11,,,,
49619,0,,1,256,09/06/2018 13:20:11,,,,
49620,1,,0,463,09/06/2018 13:20:11,,,,
49621,0,,0,278,09/06/2018 13:20:11,,,,
49622,1,,0,720,09/06/2018 13:20:11,,,,
49623,0,,0,795,09/06/2018 13:20:11,,,,
49624,0,,1,1,09/06/2018 13:20:11,,,,
49625,0,,1,577,09/06/2018 13:20:11,,,,
49626,1,,0,156,09/06/2018 13:20:11,,,,
49627,0,,0,435,09/06/2018 13:20:11,,,,
49628,1,,0,181,09/06/2018 13:20:11,,,,
49629,1,,0,502,09/06/2018 13:20:11,,,,
49630,0,,0,474,09/06/2018 13:20:11,,,,
49631,0,,0,228,09/06/2018 13:20:11,,,,
49632,0,,1,509,09/06/2018 13:20:11,,,,
49633,1,,1,55,09/06/2018 13:20:11,,,,
49634,0,,0,359,09/06/2018 13:20:11,,,,
49635,0,,0,2,09/06/2018 13:20:11,,,,
49636,0,,1,103,09/06/2018 13:20:11,,,,
49637,0,,1,422,09/06/2018 13:20:11,,,,
49638,0,,0,385,09/06/2018 13:20:11,,,,
49639,1,,0,553,09/06/2018 13:20:11,,,,
49640,0,,1,160,09/06/2018 13:20:11,,,,
49641,0,,0,395,09/06/2018 13:20:11,,,,
49642,1,,0,464,09/06/2018 13:20:11,,,,
49643,0,,1,610,09/06/2018 13:20:11,,,,
49644,1,,0,3,09/06/2018 13:20:11,,,,
49645,0,,1,324,09/06/2018 13:20:11,,,,
49646,0,,0,773,09/06/2018 13:20:11,,,,
49647,0,,0,417,09/06/2018 13:20:11,,,,
49648,1,,1,572,09/06/2018 13:20:11,,,,
49649,0,,0,769,09/06/2018 13:20:11,,,,
49650,0,,0,629,09/06/2018 13:20:11,,,,
49651,0,,1,602,09/06/2018 13:20:11,,,,
49652,1,,1,731,09/06/2018 13:20:11,,,,
49653,1,,0,194,09/06/2018 13:20:11,,,,
49654,0,,1,525,09/06/2018 13:20:11,,,,
49655,0,,1,593,09/06/2018 13:20:11,,,,
49656,0,,0,144,09/06/2018 13:20:11,,,,
49657,1,,1,184,09/06/2018 13:20:11,,,,
49658,1,,0,207,09/06/2018 13:20:11,,,,
49659,1,,1,569,09/06/2018 13:20:11,,,,
49660,0,,1,742,09/06/2018 13:20:11,,,,
49661,0,,1,383,09/06/2018 13:20:11,,,,
49662,0,,0,437,09/06/2018 13:20:11,,,,
49663,0,,0,562,09/06/2018 13:20:11,,,,
49664,1,,1,343,09/06/2018 13:20:11,,,,
49665,1,,1,23,09/06/2018 13:20:11,,,,
49666,1,,1,118,09/06/2018 13:20:11,,,,
49667,0,,0,660,09/06/2018 13:20:11,,,,
49668,1,,0,482,09/06/2018 13:20:11,,,,
49669,0,,1,261,09/06/2018 13:20:11,,,,
49670,1,,0,256,09/06/2018 13:20:11,,,,
49671,0,,0,712,09/06/2018 13:20:11,,,,
49672,0,,1,416,09/06/2018 13:20:11,,,,
49673,1,,1,650,09/06/2018 13:20:11,,,,
49674,1,,1,661,09/06/2018 13:20:11,,,,
49675,1,,0,510,09/06/2018 13:20:11,,,,
49676,1,,0,591,09/06/2018 13:20:11,,,,
49677,1,,1,14,09/06/2018 13:20:11,,,,
49678,0,,0,185,09/06/2018 13:20:11,,,,
49679,0,,1,170,09/06/2018 13:20:11,,,,
49680,0,,0,396,09/06/2018 13:20:11,,,,
49681,0,,1,111,09/06/2018 13:20:11,,,,
49682,1,,0,124,09/06/2018 13:20:11,,,,
49683,1,,0,302,09/06/2018 13:20:11,,,,
49684,1,,1,535,09/06/2018 13:20:11,,,,
49685,0,,0,547,09/06/2018 13:20:11,,,,
49686,0,,1,359,09/06/2018 13:20:11,,,,
49687,1,,1,305,09/06/2018 13:20:11,,,,
49688,0,,0,39,09/06/2018 13:20:11,,,,
49689,1,,1,629,09/06/2018 13:20:11,,,,
49690,0,,0,381,09/06/2018 13:20:11,,,,
49691,1,,1,662,09/06/2018 13:20:11,,,,
49692,0,,1,478,09/06/2018 13:20:11,,,,
49693,1,,0,720,09/06/2018 13:20:11,,,,
49694,1,,0,610,09/06/2018 13:20:11,,,,
49695,1,,1,62,09/06/2018 13:20:11,,,,
49696,1,,0,143,09/06/2018 13:20:11,,,,
49697,0,,1,20,09/06/2018 13:20:11,,,,
49698,0,,0,174,09/06/2018 13:20:11,,,,
49699,1,,1,420,09/06/2018 13:20:11,,,,
49700,1,,1,773,09/06/2018 13:20:11,,,,
49701,0,,1,74,09/06/2018 13:20:11,,,,
49702,1,,0,203,09/06/2018 13:20:11,,,,
49703,0,,1,661,09/06/2018 13:20:11,,,,
49704,1,,0,658,09/06/2018 13:20:11,,,,
49705,0,,0,87,09/06/2018 13:20:11,,,,
49706,0,,0,330,09/06/2018 13:20:11,,,,
49707,1,,0,727,09/06/2018 13:20:11,,,,
49708,1,,0,265,09/06/2018 13:20:11,,,,
49709,0,,1,565,09/06/2018 13:20:11,,,,
49710,0,,1,385,09/06/2018 13:20:11,,,,
49711,0,,1,730,09/06/2018 13:20:11,,,,
49712,0,,0,1,09/06/2018 13:20:11,,,,
49713,0,,1,656,09/06/2018 13:20:11,,,,
49714,1,,0,774,09/06/2018 13:20:11,,,,
49715,0,,1,572,09/06/2018 13:20:11,,,,
49716,1,,1,476,09/06/2018 13:20:11,,,,
49717,1,,1,674,09/06/2018 13:20:11,,,,
49718,1,,1,393,09/06/2018 13:20:11,,,,
49719,0,,0,78,09/06/2018 13:20:11,,,,
49720,0,,1,790,09/06/2018 13:20:11,,,,
49721,0,,1,174,09/06/2018 13:20:11,,,,
49722,0,,0,412,09/06/2018 13:20:11,,,,
49723,1,,0,650,09/06/2018 13:20:11,,,,
49724,0,,1,573,09/06/2018 13:20:11,,,,
49725,0,,1,656,09/06/2018 13:20:11,,,,
49726,0,,1,686,09/06/2018 13:20:11,,,,
49727,1,,0,252,09/06/2018 13:20:11,,,,
49728,1,,0,220,09/06/2018 13:20:11,,,,
49729,1,,1,312,09/06/2018 13:20:11,,,,
49730,0,,0,448,09/06/2018 13:20:11,,,,
49731,0,,1,496,09/06/2018 13:20:11,,,,
49732,1,,1,368,09/06/2018 13:20:11,,,,
49733,0,,1,719,09/06/2018 13:20:11,,,,
49734,1,,0,407,09/06/2018 13:20:11,,,,
49735,0,,0,414,09/06/2018 13:20:11,,,,
49736,0,,0,631,09/06/2018 13:20:11,,,,
49737,1,,0,234,09/06/2018 13:20:11,,,,
49738,1,,1,376,09/06/2018 13:20:11,,,,
49739,0,,0,793,09/06/2018 13:20:11,,,,
49740,1,,0,44,09/06/2018 13:20:11,,,,
49741,0,,1,740,09/06/2018 13:20:11,,,,
49742,0,,1,532,09/06/2018 13:20:11,,,,
49743,1,,0,41,09/06/2018 13:20:11,,,,
49744,0,,0,173,09/06/2018 13:20:11,,,,
49745,1,,1,236,09/06/2018 13:20:11,,,,
49746,1,,1,283,09/06/2018 13:20:11,,,,
49747,1,,0,171,09/06/2018 13:20:11,,,,
49748,1,,1,147,09/06/2018 13:20:11,,,,
49749,1,,0,594,09/06/2018 13:20:11,,,,
49750,1,,0,507,09/06/2018 13:20:11,,,,
49751,1,,1,249,09/06/2018 13:20:11,,,,
49752,0,,1,180,09/06/2018 13:20:11,,,,
49753,1,,0,648,09/06/2018 13:20:11,,,,
49754,0,,1,686,09/06/2018 13:20:11,,,,
49755,0,,0,312,09/06/2018 13:20:11,,,,
49756,1,,1,321,09/06/2018 13:20:11,,,,
49757,0,,1,576,09/06/2018 13:20:11,,,,
49758,1,,0,480,09/06/2018 13:20:11,,,,
49759,1,,0,219,09/06/2018 13:20:11,,,,
49760,0,,1,548,09/06/2018 13:20:11,,,,
49761,0,,0,519,09/06/2018 13:20:11,,,,
49762,0,,1,155,09/06/2018 13:20:11,,,,
49763,0,,0,165,09/06/2018 13:20:11,,,,
49764,0,,0,596,09/06/2018 13:20:11,,,,
49765,0,,0,289,09/06/2018 13:20:11,,,,
49766,1,,0,147,09/06/2018 13:20:11,,,,
49767,1,,1,46,09/06/2018 13:20:11,,,,
49768,1,,0,391,09/06/2018 13:20:11,,,,
49769,0,,1,58,09/06/2018 13:20:11,,,,
49770,1,,0,514,09/06/2018 13:20:11,,,,
49771,0,,1,504,09/06/2018 13:20:11,,,,
49772,1,,1,670,09/06/2018 13:20:11,,,,
49773,1,,0,60,09/06/2018 13:20:11,,,,
49774,1,,0,184,09/06/2018 13:20:11,,,,
49775,1,,1,150,09/06/2018 13:20:11,,,,
49776,0,,0,227,09/06/2018 13:20:11,,,,
49777,1,,1,59,09/06/2018 13:20:11,,,,
49778,1,,0,689,09/06/2018 13:20:11,,,,
49779,0,,0,250,09/06/2018 13:20:11,,,,
49780,0,,1,503,09/06/2018 13:20:11,,,,
49781,1,,1,446,09/06/2018 13:20:11,,,,
49782,0,,0,398,09/06/2018 13:20:11,,,,
49783,1,,0,272,09/06/2018 13:20:11,,,,
49784,0,,0,665,09/06/2018 13:20:11,,,,
49785,1,,1,670,09/06/2018 13:20:11,,,,
49786,0,,0,103,09/06/2018 13:20:11,,,,
49787,1,,1,107,09/06/2018 13:20:11,,,,
49788,1,,0,93,09/06/2018 13:20:11,,,,
49789,0,,1,362,09/06/2018 13:20:11,,,,
49790,1,,1,457,09/06/2018 13:20:11,,,,
49791,1,,0,140,09/06/2018 13:20:11,,,,
49792,1,,0,435,09/06/2018 13:20:11,,,,
49793,1,,1,39,09/06/2018 13:20:11,,,,
49794,0,,0,746,09/06/2018 13:20:11,,,,
49795,1,,1,541,09/06/2018 13:20:11,,,,
49796,1,,1,571,09/06/2018 13:20:11,,,,
49797,0,,0,687,09/06/2018 13:20:11,,,,
49798,1,,0,205,09/06/2018 13:20:11,,,,
49799,1,,0,133,09/06/2018 13:20:11,,,,
49800,0,,0,432,09/06/2018 13:20:11,,,,
49801,1,,1,139,09/06/2018 13:20:11,,,,
49802,1,,0,578,09/06/2018 13:20:11,,,,
49803,1,,1,19,09/06/2018 13:20:11,,,,
49804,1,,0,70,09/06/2018 13:20:11,,,,
49805,1,,1,317,09/06/2018 13:20:11,,,,
49806,1,,1,699,09/06/2018 13:20:11,,,,
49807,1,,0,690,09/06/2018 13:20:11,,,,
49808,1,,0,74,09/06/2018 13:20:11,,,,
49809,0,,1,676,09/06/2018 13:20:11,,,,
49810,1,,1,286,09/06/2018 13:20:11,,,,
49811,1,,1,310,09/06/2018 13:20:11,,,,
49812,0,,0,405,09/06/2018 13:20:11,,,,
49813,1,,1,351,09/06/2018 13:20:11,,,,
49814,0,,0,500,09/06/2018 13:20:11,,,,
49815,1,,0,229,09/06/2018 13:20:11,,,,
49816,1,,1,80,09/06/2018 13:20:11,,,,
49817,1,,1,324,09/06/2018 13:20:11,,,,
49818,1,,1,563,09/06/2018 13:20:11,,,,
49819,0,,1,244,09/06/2018 13:20:11,,,,
49820,0,,1,119,09/06/2018 13:20:11,,,,
49821,0,,0,2,09/06/2018 13:20:11,,,,
49822,0,,1,653,09/06/2018 13:20:11,,,,
49823,1,,0,650,09/06/2018 13:20:11,,,,
49824,0,,1,409,09/06/2018 13:20:11,,,,
49825,1,,0,431,09/06/2018 13:20:11,,,,
49826,0,,0,468,09/06/2018 13:20:11,,,,
49827,1,,0,249,09/06/2018 13:20:11,,,,
49828,1,,0,85,09/06/2018 13:20:11,,,,
49829,0,,0,252,09/06/2018 13:20:11,,,,
49830,1,,1,689,09/06/2018 13:20:11,,,,
49831,1,,0,590,09/06/2018 13:20:11,,,,
49832,1,,0,250,09/06/2018 13:20:11,,,,
49833,1,,1,437,09/06/2018 13:20:11,,,,
49834,0,,0,273,09/06/2018 13:20:11,,,,
49835,1,,0,465,09/06/2018 13:20:11,,,,
49836,1,,1,255,09/06/2018 13:20:11,,,,
49837,0,,0,234,09/06/2018 13:20:11,,,,
49838,0,,0,234,09/06/2018 13:20:11,,,,
49839,0,,0,93,09/06/2018 13:20:11,,,,
49840,0,,1,207,09/06/2018 13:20:11,,,,
49841,1,,0,609,09/06/2018 13:20:11,,,,
49842,0,,0,349,09/06/2018 13:20:11,,,,
49843,1,,0,391,09/06/2018 13:20:11,,,,
49844,1,,1,86,09/06/2018 13:20:11,,,,
49845,0,,0,559,09/06/2018 13:20:11,,,,
49846,1,,1,641,09/06/2018 13:20:11,,,,
49847,1,,1,173,09/06/2018 13:20:11,,,,
49848,1,,1,181,09/06/2018 13:20:11,,,,
49849,1,,0,334,09/06/2018 13:20:11,,,,
49850,0,,1,168,09/06/2018 13:20:11,,,,
49851,1,,0,570,09/06/2018 13:20:11,,,,
49852,0,,0,215,09/06/2018 13:20:11,,,,
49853,1,,1,146,09/06/2018 13:20:11,,,,
49854,1,,1,160,09/06/2018 13:20:11,,,,
49855,0,,0,366,09/06/2018 13:20:11,,,,
49856,1,,0,522,09/06/2018 13:20:11,,,,
49857,1,,0,254,09/06/2018 13:20:11,,,,
49858,0,,1,23,09/06/2018 13:20:11,,,,
49859,0,,1,217,09/06/2018 13:20:11,,,,
49860,0,,1,81,09/06/2018 13:20:11,,,,
49861,1,,0,60,09/06/2018 13:20:11,,,,
49862,1,,1,113,09/06/2018 13:20:11,,,,
49863,0,,0,543,09/06/2018 13:20:11,,,,
49864,0,,0,521,09/06/2018 13:20:11,,,,
49865,0,,1,148,09/06/2018 13:20:11,,,,
49866,0,,0,148,09/06/2018 13:20:11,,,,
49867,0,,1,328,09/06/2018 13:20:11,,,,
49868,0,,0,414,09/06/2018 13:20:11,,,,
49869,0,,1,575,09/06/2018 13:20:11,,,,
49870,1,,1,298,09/06/2018 13:20:11,,,,
49871,0,,1,501,09/06/2018 13:20:11,,,,
49872,1,,1,704,09/06/2018 13:20:11,,,,
49873,1,,1,74,09/06/2018 13:20:11,,,,
49874,0,,1,519,09/06/2018 13:20:11,,,,
49875,0,,1,375,09/06/2018 13:20:11,,,,
49876,0,,1,712,09/06/2018 13:20:11,,,,
49877,0,,0,489,09/06/2018 13:20:11,,,,
49878,0,,1,84,09/06/2018 13:20:11,,,,
49879,1,,1,252,09/06/2018 13:20:11,,,,
49880,1,,0,273,09/06/2018 13:20:11,,,,
49881,1,,0,230,09/06/2018 13:20:11,,,,
49882,1,,1,159,09/06/2018 13:20:11,,,,
49883,0,,1,208,09/06/2018 13:20:11,,,,
49884,1,,1,165,09/06/2018 13:20:11,,,,
49885,1,,1,592,09/06/2018 13:20:11,,,,
49886,1,,0,95,09/06/2018 13:20:11,,,,
49887,0,,1,71,09/06/2018 13:20:11,,,,
49888,0,,1,407,09/06/2018 13:20:11,,,,
49889,1,,1,39,09/06/2018 13:20:11,,,,
49890,0,,1,251,09/06/2018 13:20:11,,,,
49891,1,,0,272,09/06/2018 13:20:11,,,,
49892,0,,1,640,09/06/2018 13:20:11,,,,
49893,1,,1,153,09/06/2018 13:20:11,,,,
49894,1,,1,290,09/06/2018 13:20:11,,,,
49895,1,,1,120,09/06/2018 13:20:11,,,,
49896,0,,1,306,09/06/2018 13:20:11,,,,
49897,1,,1,246,09/06/2018 13:20:11,,,,
49898,0,,0,472,09/06/2018 13:20:11,,,,
49899,1,,1,446,09/06/2018 13:20:11,,,,
49900,1,,0,486,09/06/2018 13:20:11,,,,
49901,1,,0,334,09/06/2018 13:20:11,,,,
49902,1,,1,412,09/06/2018 13:20:11,,,,
49903,0,,1,745,09/06/2018 13:20:11,,,,
49904,1,,0,182,09/06/2018 13:20:11,,,,
49905,1,,0,182,09/06/2018 13:20:11,,,,
